id,date,politicianId,party,leaning,emi_w2vparliament
ID1820613300,2016-12-01,11004393.0,SPD,middle,1.837014
ID1820604100,2016-12-01,11003602.0,CDU/CSU,middle,-0.106947
ID1820609900,2016-12-01,11003888.0,Alliance 90/The Greens,middle,0.21761
ID1820606100,2016-12-01,11003888.0,Alliance 90/The Greens,middle,1.498508
ID1820613100,2016-12-01,11003756.0,Alliance 90/The Greens,middle,2.205002
ID1820615200,2016-12-01,11004393.0,SPD,middle,3.617656
ID1820601900,2016-12-01,11004454.0,The Left Party,left,-0.024532
ID1820801000,2016-12-14,11004053.0,The Left Party,left,-0.221255
ID1820803200,2016-12-14,11004053.0,The Left Party,left,0.29967
ID1820901900,2016-12-15,11003888.0,Alliance 90/The Greens,middle,0.993437
ID1820910700,2016-12-15,11004114.0,The Left Party,left,-1.298416
ID1820914000,2016-12-15,11004393.0,SPD,middle,0.923099
ID1820901200,2016-12-15,11004053.0,The Left Party,left,-0.271184
ID1820902000,2016-12-15,11004336.0,CDU/CSU,middle,0.512258
ID1820911500,2016-12-15,11004336.0,CDU/CSU,middle,0.508684
ID1820900700,2016-12-15,11003602.0,CDU/CSU,middle,-0.272126
ID1820916600,2016-12-15,11004114.0,The Left Party,left,0.81165
ID1820906900,2016-12-15,11004454.0,The Left Party,left,1.374608
ID1820903000,2016-12-15,11004018.0,CDU/CSU,middle,-0.539884
ID1820917200,2016-12-15,11003756.0,Alliance 90/The Greens,middle,1.18122
ID1820905800,2016-12-15,11004304.0,CDU/CSU,middle,1.463999
ID1821003900,2016-12-16,11003756.0,Alliance 90/The Greens,middle,0.180306
ID1821211100,2017-01-19,11004336.0,CDU/CSU,middle,-0.698075
ID1821204700,2017-01-19,11003578.0,Alliance 90/The Greens,middle,-0.999932
ID1821209900,2017-01-19,11004304.0,CDU/CSU,middle,2.463135
ID1821211400,2017-01-19,11003888.0,Alliance 90/The Greens,middle,0.052137
ID1821210600,2017-01-19,11004261.0,SPD,middle,1.889281
ID1821304100,2017-01-20,11003756.0,Alliance 90/The Greens,middle,1.927434
ID1821300600,2017-01-20,11003888.0,Alliance 90/The Greens,middle,-0.425717
ID1821303700,2017-01-20,11004018.0,CDU/CSU,middle,1.568886
ID1821514000,2017-01-26,11003756.0,Alliance 90/The Greens,middle,3.437203
ID1821503300,2017-01-26,11004114.0,The Left Party,left,-0.882137
ID1821502500,2017-01-26,11004114.0,The Left Party,left,0.130878
ID1821515200,2017-01-26,11004261.0,SPD,middle,3.267861
ID1821503800,2017-01-26,11004018.0,CDU/CSU,middle,-1.065861
ID1821513500,2017-01-26,11003756.0,Alliance 90/The Greens,middle,3.262178
ID1821603500,2017-01-27,11003756.0,Alliance 90/The Greens,middle,0.605384
ID1821703400,2017-02-15,11003578.0,Alliance 90/The Greens,middle,0.607243
ID1821701200,2017-02-15,11003578.0,Alliance 90/The Greens,middle,-0.175404
ID1821702600,2017-02-15,11003578.0,Alliance 90/The Greens,middle,-0.643221
ID1821701600,2017-02-15,11004389.0,SPD,middle,0.018326
ID1821808300,2017-02-16,11004393.0,SPD,middle,0.424256
ID1821813300,2017-02-16,11004336.0,CDU/CSU,middle,1.874995
ID1821810800,2017-02-16,11004304.0,CDU/CSU,middle,0.725925
ID1821803300,2017-02-16,11004298.0,CDU/CSU,middle,0.633299
ID1821809900,2017-02-16,11003756.0,Alliance 90/The Greens,middle,1.523022
ID1821802600,2017-02-16,11003888.0,Alliance 90/The Greens,middle,0.015862
ID1821810100,2017-02-16,11003756.0,Alliance 90/The Greens,middle,2.2807
ID1821904800,2017-02-17,11004053.0,The Left Party,left,3.007771
ID1821904100,2017-02-17,11003888.0,Alliance 90/The Greens,middle,0.464983
ID1821901600,2017-02-17,11004183.0,The Left Party,left,-1.407501
ID1821904400,2017-02-17,11003578.0,Alliance 90/The Greens,middle,0.014774
ID1821904600,2017-02-17,11004389.0,SPD,middle,0.419659
ID1822004400,2017-03-08,11004304.0,CDU/CSU,middle,-0.890296
ID1822112900,2017-03-09,11004304.0,CDU/CSU,middle,-0.009269
ID1822123500,2017-03-09,11004304.0,CDU/CSU,middle,1.363957
ID1822116200,2017-03-09,11004336.0,CDU/CSU,middle,0.625743
ID1822125400,2017-03-09,11004336.0,CDU/CSU,middle,1.957235
ID1822121700,2017-03-09,11004336.0,CDU/CSU,middle,1.947959
ID1822105900,2017-03-09,11004454.0,The Left Party,left,1.462928
ID1822108200,2017-03-09,11004053.0,The Left Party,left,2.058454
ID1822108100,2017-03-09,11004304.0,CDU/CSU,middle,0.707221
ID1822104400,2017-03-09,11004304.0,CDU/CSU,middle,1.869858
ID1822124700,2017-03-09,11004114.0,The Left Party,left,0.865164
ID1822104700,2017-03-09,11003786.0,The Left Party,left,-0.433352
ID1822204000,2017-03-10,11003786.0,The Left Party,left,-0.53933
ID1822204200,2017-03-10,11003888.0,Alliance 90/The Greens,middle,0.999082
ID1822201500,2017-03-10,11003578.0,Alliance 90/The Greens,middle,0.632665
ID1822514600,2017-03-23,11004393.0,SPD,middle,0.883909
ID1822500800,2017-03-23,11003602.0,CDU/CSU,middle,-0.286999
ID1822508100,2017-03-23,11003756.0,Alliance 90/The Greens,middle,1.355702
ID1822510700,2017-03-23,11004304.0,CDU/CSU,middle,0.535935
ID1822513400,2017-03-23,11004336.0,CDU/CSU,middle,2.419595
ID1822512900,2017-03-23,11004304.0,CDU/CSU,middle,1.785509
ID1822603700,2017-03-24,11004053.0,The Left Party,left,1.097977
ID1822605800,2017-03-24,11004389.0,SPD,middle,0.251304
ID1822603900,2017-03-24,11003756.0,Alliance 90/The Greens,middle,-0.047223
ID1822701600,2017-03-29,11004053.0,The Left Party,left,1.816289
ID1822700200,2017-03-29,11004053.0,The Left Party,left,2.092067
ID1822806200,2017-03-30,11003756.0,Alliance 90/The Greens,middle,1.171744
ID1822800600,2017-03-30,11004393.0,SPD,middle,-0.272566
ID1822815600,2017-03-30,11004393.0,SPD,middle,0.562961
ID1822904100,2017-03-31,11004053.0,The Left Party,left,1.691876
ID1822902200,2017-03-31,11004261.0,SPD,middle,0.944476
ID1822900200,2017-03-31,11003786.0,The Left Party,left,0.088773
ID1822904300,2017-03-31,11003756.0,Alliance 90/The Greens,middle,-0.849075
ID1823000400,2017-04-26,11004114.0,The Left Party,left,-0.878869
ID1823001800,2017-04-26,11004114.0,The Left Party,left,-0.454344
ID1823109400,2017-04-27,11004393.0,SPD,middle,-0.610214
ID1823112800,2017-04-27,11004336.0,CDU/CSU,middle,1.648573
ID1823103000,2017-04-27,11004389.0,SPD,middle,0.201594
ID1823100200,2017-04-27,11004183.0,The Left Party,left,-2.229162
ID1823112600,2017-04-27,11004053.0,The Left Party,left,2.59999
ID1823102900,2017-04-27,11003578.0,Alliance 90/The Greens,middle,-0.401757
ID1823116000,2017-04-27,11004304.0,CDU/CSU,middle,1.292762
ID1823200400,2017-04-28,11003578.0,Alliance 90/The Greens,middle,0.334231
ID1823203900,2017-04-28,11004304.0,CDU/CSU,middle,0.310341
ID1823205200,2017-04-28,11004304.0,CDU/CSU,middle,-1.338398
ID1823306600,2017-05-17,11004298.0,CDU/CSU,middle,-0.876933
ID1823307600,2017-05-17,11004304.0,CDU/CSU,middle,-0.835769
ID1823306700,2017-05-17,11003888.0,Alliance 90/The Greens,middle,0.993399
ID1823308300,2017-05-17,11004053.0,The Left Party,left,1.678796
ID1823416800,2017-05-18,11004304.0,CDU/CSU,middle,1.094201
ID1823407200,2017-05-18,11004018.0,CDU/CSU,middle,0.245216
ID1823400600,2017-05-18,11004114.0,The Left Party,left,-0.363328
ID1823409500,2017-05-18,11004018.0,CDU/CSU,middle,-2.011187
ID1823418100,2017-05-18,11003756.0,Alliance 90/The Greens,middle,2.321862
ID1823411600,2017-05-18,11004393.0,SPD,middle,0.687723
ID1823411500,2017-05-18,11004304.0,CDU/CSU,middle,0.186424
ID1823504600,2017-05-19,11004389.0,SPD,middle,1.488098
ID1823503300,2017-05-19,11004304.0,CDU/CSU,middle,-1.23979
ID1823606600,2017-05-31,11003756.0,Alliance 90/The Greens,middle,1.631768
ID1823603500,2017-05-31,11004114.0,The Left Party,left,0.774738
ID1823605200,2017-05-31,11004114.0,The Left Party,left,-0.317947
ID1823708100,2017-06-01,11004336.0,CDU/CSU,middle,0.199616
ID1823719300,2017-06-01,11004261.0,SPD,middle,2.703464
ID1823721500,2017-06-01,11004261.0,SPD,middle,1.590742
ID1823713800,2017-06-01,11004304.0,CDU/CSU,middle,0.25448
ID1823703700,2017-06-01,11003578.0,Alliance 90/The Greens,middle,0.157433
ID1823704600,2017-06-01,11004389.0,SPD,middle,-0.923391
ID1823705800,2017-06-01,11004389.0,SPD,middle,0.076118
ID1823700200,2017-06-01,11004183.0,The Left Party,left,-0.881805
ID1823723800,2017-06-01,11003888.0,Alliance 90/The Greens,middle,1.808979
ID1823711700,2017-06-01,11004304.0,CDU/CSU,middle,0.269636
ID1823705700,2017-06-01,11003578.0,Alliance 90/The Greens,middle,0.28693
ID1823705000,2017-06-01,11003578.0,Alliance 90/The Greens,middle,-0.040724
ID1823802900,2017-06-02,11003888.0,Alliance 90/The Greens,middle,0.864847
ID1823802000,2017-06-02,11004018.0,CDU/CSU,middle,-0.777093
ID1823906000,2017-06-21,11004018.0,CDU/CSU,middle,-1.466014
ID1823900400,2017-06-21,11004454.0,The Left Party,left,1.479313
ID1823902000,2017-06-21,11004454.0,The Left Party,left,0.39991
ID1823906200,2017-06-21,11004018.0,CDU/CSU,middle,-0.840676
ID1824001500,2017-06-22,11003756.0,Alliance 90/The Greens,middle,1.240851
ID1824006500,2017-06-22,11004053.0,The Left Party,left,1.006904
ID1824013700,2017-06-22,11004304.0,CDU/CSU,middle,2.051399
ID1824014800,2017-06-22,11004336.0,CDU/CSU,middle,1.920122
ID1824005900,2017-06-22,11004053.0,The Left Party,left,1.978171
ID1824000200,2017-06-22,11004454.0,The Left Party,left,0.795839
ID1824000100,2017-06-22,11003602.0,CDU/CSU,middle,0.574655
ID1824007300,2017-06-22,11004304.0,CDU/CSU,middle,0.76777
ID1824012900,2017-06-22,11004053.0,The Left Party,left,-1.794813
ID1824101200,2017-06-23,11003786.0,The Left Party,left,-0.751044
ID1824202000,2017-06-28,11004053.0,The Left Party,left,1.343973
ID1824205500,2017-06-28,11003578.0,Alliance 90/The Greens,middle,0.861675
ID1824204900,2017-06-28,11003786.0,The Left Party,left,0.685309
ID1824200600,2017-06-28,11003756.0,Alliance 90/The Greens,middle,1.987842
ID1824202800,2017-06-28,11003756.0,Alliance 90/The Greens,middle,0.643952
ID1824205100,2017-06-28,11003888.0,Alliance 90/The Greens,middle,1.164752
ID1824314100,2017-06-29,11004336.0,CDU/CSU,middle,0.640979
ID1824311400,2017-06-29,11004336.0,CDU/CSU,middle,-0.394267
ID1824311300,2017-06-29,11004336.0,CDU/CSU,middle,0.966343
ID1824307500,2017-06-29,11004393.0,SPD,middle,0.14892
ID1824308800,2017-06-29,11004018.0,CDU/CSU,middle,-0.3651
ID1824402900,2017-06-30,11004393.0,SPD,middle,0.71216
ID1824413400,2017-06-30,11004382.0,CDU/CSU,middle,0.557382
ID1824407900,2017-06-30,11004053.0,The Left Party,left,0.198345
ID1824410700,2017-06-30,11004298.0,CDU/CSU,middle,1.102621
ID1824402000,2017-06-30,11004304.0,CDU/CSU,middle,-0.396556
ID1824402400,2017-06-30,11003756.0,Alliance 90/The Greens,middle,1.569878
ID1824500600,2017-09-05,11004183.0,The Left Party,left,-1.970094
ID19201500,2017-11-21,11004018.0,CDU/CSU,middle,0.449515
ID19208200,2017-11-21,11004018.0,CDU/CSU,middle,0.455556
ID19201000,2017-11-21,11004798.0,FDP,middle,-0.69971
ID19202600,2017-11-21,11004798.0,FDP,middle,-0.530434
ID19208000,2017-11-21,11004018.0,CDU/CSU,middle,0.22865
ID19204500,2017-11-21,11004018.0,CDU/CSU,middle,-0.821578
ID19302000,2017-11-22,11004798.0,FDP,middle,-2.014352
ID19305000,2017-11-22,11003756.0,Alliance 90/The Greens,middle,0.373214
ID19301300,2017-11-22,11004798.0,FDP,middle,-0.655737
ID19303300,2017-11-22,11004837.0,The Left Party,left,-1.695744
ID19304900,2017-11-22,11004910.0,FDP,middle,1.312968
ID19402700,2017-12-12,11004798.0,FDP,middle,-0.305302
ID19402000,2017-12-12,11004798.0,FDP,middle,-0.349882
ID19400600,2017-12-12,11004798.0,FDP,middle,-0.276535
ID19400400,2017-12-12,11004798.0,FDP,middle,-1.091402
ID19406100,2017-12-12,11004703.0,The Left Party,left,0.443787
ID19406500,2017-12-12,11004304.0,CDU/CSU,middle,-0.472364
ID19404200,2017-12-12,11004798.0,FDP,middle,-0.887079
ID19402300,2017-12-12,11004018.0,CDU/CSU,middle,-0.81528
ID19407100,2017-12-12,11004114.0,The Left Party,left,0.726928
ID19504400,2017-12-13,11004018.0,CDU/CSU,middle,-0.34835
ID19503600,2017-12-13,11004798.0,FDP,middle,-1.253754
ID19508400,2017-12-13,11004908.0,FDP,middle,-1.481303
ID19511600,2017-12-13,11004761.0,AFD,right,-0.855764
ID19503400,2017-12-13,11003756.0,Alliance 90/The Greens,middle,1.819451
ID19602600,2018-01-17,11004753.0,AFD,right,0.515611
ID19601800,2018-01-17,11004910.0,FDP,middle,0.883338
ID19603400,2018-01-17,11004753.0,AFD,right,1.179121
ID19603600,2018-01-17,11004910.0,FDP,middle,1.380542
ID19706700,2018-01-18,11004910.0,FDP,middle,-1.279177
ID19707300,2018-01-18,11004336.0,CDU/CSU,middle,-0.759685
ID19701100,2018-01-18,11004393.0,SPD,middle,0.721567
ID19706400,2018-01-18,11004753.0,AFD,right,-1.736967
ID19706600,2018-01-18,11004844.0,SPD,middle,-1.020845
ID19705900,2018-01-18,11004792.0,AFD,right,-0.288199
ID19706300,2018-01-18,11004393.0,SPD,middle,-0.076385
ID19802800,2018-01-19,11004389.0,SPD,middle,0.797184
ID19805000,2018-01-19,11004454.0,The Left Party,left,-0.573568
ID19802600,2018-01-19,11003578.0,Alliance 90/The Greens,middle,0.212374
ID19804800,2018-01-19,11004454.0,The Left Party,left,0.354754
ID19900700,2018-01-22,11004183.0,The Left Party,left,-2.406644
ID191003300,2018-01-31,11004792.0,AFD,right,1.122021
ID191002800,2018-01-31,11004761.0,AFD,right,-1.124111
ID191106600,2018-02-01,11004910.0,FDP,middle,2.129339
ID191107700,2018-02-01,11004798.0,FDP,middle,-1.269563
ID191105300,2018-02-01,11003786.0,The Left Party,left,-2.22628
ID191108700,2018-02-01,11004703.0,The Left Party,left,0.950023
ID191109200,2018-02-01,11004261.0,SPD,middle,0.224329
ID191110400,2018-02-01,11004261.0,SPD,middle,-0.719062
ID191201300,2018-02-02,11004114.0,The Left Party,left,-1.336575
ID191200300,2018-02-02,11004761.0,AFD,right,-0.703548
ID191202700,2018-02-02,11003786.0,The Left Party,left,-1.714116
ID191305400,2018-02-21,11004749.0,AFD,right,0.778733
ID191306400,2018-02-21,11004844.0,SPD,middle,-2.363308
ID191407800,2018-02-22,11004726.0,Alliance 90/The Greens,middle,-0.372335
ID191410000,2018-02-22,11004114.0,The Left Party,left,-0.405177
ID191412600,2018-02-22,11004336.0,CDU/CSU,middle,-0.409748
ID191409800,2018-02-22,11004261.0,SPD,middle,1.368692
ID191502000,2018-02-23,11004304.0,CDU/CSU,middle,0.196896
ID191500600,2018-02-23,11004910.0,FDP,middle,1.500675
ID191502100,2018-02-23,11004798.0,FDP,middle,-1.602819
ID191601200,2018-02-28,11004792.0,AFD,right,1.480808
ID191706500,2018-03-01,11004703.0,The Left Party,left,1.074471
ID191701200,2018-03-01,11004336.0,CDU/CSU,middle,1.024619
ID191701600,2018-03-01,11004908.0,FDP,middle,1.258374
ID191708500,2018-03-01,11004454.0,The Left Party,left,-0.271236
ID191709500,2018-03-01,11003756.0,Alliance 90/The Greens,middle,1.305863
ID191700300,2018-03-01,11004753.0,AFD,right,-1.609798
ID191708700,2018-03-01,11004454.0,The Left Party,left,-1.161417
ID191704800,2018-03-01,11004304.0,CDU/CSU,middle,-0.179559
ID191700400,2018-03-01,11004910.0,FDP,middle,0.842839
ID191802000,2018-03-02,11004393.0,SPD,middle,-0.870664
ID191805100,2018-03-02,11004792.0,AFD,right,1.98115
ID192007100,2018-03-15,11004761.0,AFD,right,-2.214324
ID192010100,2018-03-15,11004753.0,AFD,right,-0.099205
ID192002000,2018-03-15,11004018.0,CDU/CSU,middle,0.047349
ID192000900,2018-03-15,11004018.0,CDU/CSU,middle,0.566717
ID192000600,2018-03-15,11004798.0,FDP,middle,0.757462
ID192011400,2018-03-15,11003888.0,Alliance 90/The Greens,middle,0.03095
ID192003600,2018-03-15,11004837.0,The Left Party,left,-1.508333
ID192100400,2018-03-16,11004871.0,FDP,middle,-0.277244
ID192101300,2018-03-16,11004908.0,FDP,middle,-1.555055
ID192101700,2018-03-16,11004749.0,AFD,right,-0.158217
ID192208000,2018-03-21,11004703.0,The Left Party,left,1.500235
ID192211100,2018-03-21,11004018.0,CDU/CSU,middle,0.046613
ID192205500,2018-03-21,11004908.0,FDP,middle,0.960777
ID192204500,2018-03-21,11004749.0,AFD,right,0.798869
ID192203400,2018-03-21,11004761.0,AFD,right,-1.331624
ID192210300,2018-03-21,11004798.0,FDP,middle,-1.482037
ID192208500,2018-03-21,11004798.0,FDP,middle,-1.996652
ID192308700,2018-03-22,11004798.0,FDP,middle,-0.425235
ID192306200,2018-03-22,11004910.0,FDP,middle,-0.070916
ID192307400,2018-03-22,11004910.0,FDP,middle,0.701993
ID192307600,2018-03-22,11003756.0,Alliance 90/The Greens,middle,1.491365
ID192304800,2018-03-22,11004761.0,AFD,right,-0.241058
ID192304000,2018-03-22,11003578.0,Alliance 90/The Greens,middle,-0.805756
ID192307800,2018-03-22,11004753.0,AFD,right,1.143548
ID192303900,2018-03-22,11003786.0,The Left Party,left,-2.323542
ID192307900,2018-03-22,11004942.0,SPD,middle,1.036455
ID192313700,2018-03-22,11004393.0,SPD,middle,-0.002769
ID192310800,2018-03-22,11004871.0,FDP,middle,-0.146041
ID192404200,2018-03-23,11004393.0,SPD,middle,0.506599
ID192406500,2018-03-23,11004261.0,SPD,middle,-0.101739
ID192405300,2018-03-23,11004792.0,AFD,right,0.046899
ID192406300,2018-03-23,11003602.0,CDU/CSU,middle,0.824246
ID192404800,2018-03-23,11003602.0,CDU/CSU,middle,-0.524996
ID192401000,2018-03-23,11004749.0,AFD,right,-0.572889
ID192505300,2018-04-18,11004908.0,FDP,middle,-0.137104
ID192503400,2018-04-18,11004753.0,AFD,right,1.172778
ID192506200,2018-04-18,11004798.0,FDP,middle,-1.610797
ID192504400,2018-04-18,11004393.0,SPD,middle,1.783857
ID192501200,2018-04-18,11003756.0,Alliance 90/The Greens,middle,2.070556
ID192505500,2018-04-18,11004753.0,AFD,right,1.528304
ID192506300,2018-04-18,11004183.0,The Left Party,left,-2.430055
ID192608000,2018-04-19,11003888.0,Alliance 90/The Greens,middle,0.222691
ID192605300,2018-04-19,11004798.0,FDP,middle,-2.058281
ID192607500,2018-04-19,11003786.0,The Left Party,left,-0.74996
ID192607000,2018-04-19,11004871.0,FDP,middle,0.523578
ID192615800,2018-04-19,11004837.0,The Left Party,left,-1.54554
ID192609300,2018-04-19,11004018.0,CDU/CSU,middle,-0.034674
ID192615900,2018-04-19,11003756.0,Alliance 90/The Greens,middle,-1.945685
ID192607400,2018-04-19,11004018.0,CDU/CSU,middle,0.199889
ID192703600,2018-04-20,11004304.0,CDU/CSU,middle,-0.162182
ID192703000,2018-04-20,11004114.0,The Left Party,left,0.143288
ID192800200,2018-04-25,11004761.0,AFD,right,1.424744
ID192804400,2018-04-25,11004910.0,FDP,middle,-0.10943
ID192805300,2018-04-25,11003602.0,CDU/CSU,middle,-0.910129
ID192806500,2018-04-25,11004393.0,SPD,middle,-0.335147
ID192805000,2018-04-25,11004749.0,AFD,right,0.922751
ID192905300,2018-04-26,11004749.0,AFD,right,1.652547
ID192908100,2018-04-26,11003756.0,Alliance 90/The Greens,middle,0.647202
ID192908700,2018-04-26,11004871.0,FDP,middle,0.124746
ID192910000,2018-04-26,11004703.0,The Left Party,left,1.05629
ID192900400,2018-04-26,11004798.0,FDP,middle,-1.648658
ID192902700,2018-04-26,11004753.0,AFD,right,0.67868
ID192915200,2018-04-26,11004792.0,AFD,right,1.015894
ID193000800,2018-04-27,11003756.0,Alliance 90/The Greens,middle,-1.658995
ID193001300,2018-04-27,11004844.0,SPD,middle,-0.663405
ID193101700,2018-05-15,11004687.0,AFD,right,1.875734
ID193106200,2018-05-15,11004393.0,SPD,middle,-0.664974
ID193205900,2018-05-16,11004018.0,CDU/CSU,middle,-0.455203
ID193200500,2018-05-16,11004183.0,The Left Party,left,-0.384666
ID193304200,2018-05-17,11004393.0,SPD,middle,-0.47313
ID193307500,2018-05-17,11003756.0,Alliance 90/The Greens,middle,1.222518
ID193307900,2018-05-17,11004910.0,FDP,middle,1.446044
ID193302700,2018-05-17,11004114.0,The Left Party,left,-0.688409
ID193304100,2018-05-17,11004761.0,AFD,right,-1.071104
ID193300800,2018-05-17,11004687.0,AFD,right,0.380731
ID193303100,2018-05-17,11004304.0,CDU/CSU,middle,1.067807
ID193308600,2018-05-17,11004382.0,CDU/CSU,middle,2.028349
ID193401200,2018-05-18,11003578.0,Alliance 90/The Greens,middle,-1.350314
ID193507100,2018-06-06,11004389.0,SPD,middle,1.490988
ID193506700,2018-06-06,11003888.0,Alliance 90/The Greens,middle,0.919745
ID193500600,2018-06-06,11004798.0,FDP,middle,-2.498268
ID193504000,2018-06-06,11004389.0,SPD,middle,-0.328535
ID193505000,2018-06-06,11004761.0,AFD,right,-2.126534
ID193615800,2018-06-07,11003578.0,Alliance 90/The Greens,middle,2.168229
ID193607200,2018-06-07,11004018.0,CDU/CSU,middle,0.150852
ID193608500,2018-06-07,11004871.0,FDP,middle,-0.59629
ID193610200,2018-06-07,11004798.0,FDP,middle,-1.0972
ID193611600,2018-06-07,11004837.0,The Left Party,left,-1.028603
ID193616600,2018-06-07,11004114.0,The Left Party,left,-0.664798
ID193604300,2018-06-07,11004304.0,CDU/CSU,middle,-0.0671
ID193602400,2018-06-07,11004304.0,CDU/CSU,middle,0.884015
ID193610400,2018-06-07,11004798.0,FDP,middle,-1.016059
ID193605300,2018-06-07,11004703.0,The Left Party,left,0.686963
ID193701500,2018-06-08,11004761.0,AFD,right,-1.333193
ID193701600,2018-06-08,11004393.0,SPD,middle,0.761361
ID193704700,2018-06-08,11004393.0,SPD,middle,-0.322228
ID193705700,2018-06-08,11004792.0,AFD,right,0.416574
ID193705000,2018-06-08,11004792.0,AFD,right,-1.244842
ID193806300,2018-06-13,11004908.0,FDP,middle,1.760771
ID193802600,2018-06-13,11004792.0,AFD,right,-0.108704
ID193901300,2018-06-14,11004798.0,FDP,middle,-1.731064
ID193902600,2018-06-14,11004871.0,FDP,middle,-0.259469
ID193901900,2018-06-14,11004393.0,SPD,middle,-1.459515
ID193911200,2018-06-14,11003578.0,Alliance 90/The Greens,middle,-0.989364
ID193908200,2018-06-14,11004837.0,The Left Party,left,-1.812426
ID193906600,2018-06-14,11004018.0,CDU/CSU,middle,0.459771
ID194005300,2018-06-15,11004753.0,AFD,right,1.155857
ID194008700,2018-06-15,11004844.0,SPD,middle,0.548238
ID194008900,2018-06-15,11004393.0,SPD,middle,-0.515042
ID194003000,2018-06-15,11004908.0,FDP,middle,-2.052866
ID194004200,2018-06-15,11004389.0,SPD,middle,0.509138
ID194107900,2018-06-27,11003786.0,The Left Party,left,-1.595615
ID194101400,2018-06-27,11004753.0,AFD,right,-1.24849
ID194209700,2018-06-28,11004454.0,The Left Party,left,1.262998
ID194205300,2018-06-28,11004389.0,SPD,middle,0.755943
ID194208900,2018-06-28,11003578.0,Alliance 90/The Greens,middle,-0.463721
ID194204700,2018-06-28,11003786.0,The Left Party,left,-1.556634
ID194200600,2018-06-28,11004183.0,The Left Party,left,-2.682835
ID194213800,2018-06-28,11003888.0,Alliance 90/The Greens,middle,-1.153343
ID194219100,2018-06-28,11004726.0,Alliance 90/The Greens,middle,0.90908
ID194207600,2018-06-28,11004753.0,AFD,right,0.941861
ID194208100,2018-06-28,11004942.0,SPD,middle,0.744686
ID194215100,2018-06-28,11004703.0,The Left Party,left,0.659295
ID194215500,2018-06-28,11004114.0,The Left Party,left,0.308422
ID194216700,2018-06-28,11004298.0,CDU/CSU,middle,-0.258346
ID194214200,2018-06-28,11004792.0,AFD,right,1.788396
ID194212000,2018-06-28,11004844.0,SPD,middle,1.15622
ID194302100,2018-06-29,11003756.0,Alliance 90/The Greens,middle,0.700741
ID194301600,2018-06-29,11004910.0,FDP,middle,1.016466
ID194307900,2018-06-29,11004393.0,SPD,middle,0.157046
ID194409800,2018-07-03,11003602.0,CDU/CSU,middle,0.361951
ID194404500,2018-07-03,11003602.0,CDU/CSU,middle,0.156292
ID194404200,2018-07-03,11004792.0,AFD,right,2.426527
ID194408900,2018-07-03,11004261.0,SPD,middle,1.281951
ID194401600,2018-07-03,11004761.0,AFD,right,-0.069556
ID194402600,2018-07-03,11004703.0,The Left Party,left,1.755814
ID194502800,2018-07-04,11004798.0,FDP,middle,-1.966132
ID194503900,2018-07-04,11004798.0,FDP,middle,-0.71861
ID194504900,2018-07-04,11004018.0,CDU/CSU,middle,0.055656
ID194600800,2018-07-05,11004687.0,AFD,right,0.398058
ID194600100,2018-07-05,11004749.0,AFD,right,-0.67114
ID194604800,2018-07-05,11003578.0,Alliance 90/The Greens,middle,-1.48468
ID194607900,2018-07-05,11004753.0,AFD,right,-0.50033
ID194607300,2018-07-05,11004382.0,CDU/CSU,middle,2.258881
ID194705300,2018-09-11,11004792.0,AFD,right,0.347138
ID194705800,2018-09-11,11004393.0,SPD,middle,0.83897
ID194801300,2018-09-12,11004761.0,AFD,right,-2.305942
ID194803900,2018-09-12,11004798.0,FDP,middle,-0.958719
ID194804400,2018-09-12,11004798.0,FDP,middle,-1.557893
ID194806100,2018-09-12,11004018.0,CDU/CSU,middle,0.059822
ID194905300,2018-09-13,11004761.0,AFD,right,0.766429
ID194907700,2018-09-13,11004753.0,AFD,right,-2.007752
ID194903400,2018-09-13,11004304.0,CDU/CSU,middle,-1.127048
ID194901000,2018-09-13,11004687.0,AFD,right,0.706905
ID194904800,2018-09-13,11004393.0,SPD,middle,-0.327214
ID194909000,2018-09-13,11004382.0,CDU/CSU,middle,1.839481
ID194908100,2018-09-13,11003756.0,Alliance 90/The Greens,middle,1.15376
ID195001100,2018-09-14,11003786.0,The Left Party,left,-1.418057
ID195002700,2018-09-14,11004454.0,The Left Party,left,-1.013693
ID195100400,2018-09-26,11004393.0,SPD,middle,0.965187
ID195103200,2018-09-26,11004749.0,AFD,right,-1.439499
ID195104300,2018-09-26,11004798.0,FDP,middle,0.920519
ID195103400,2018-09-26,11004393.0,SPD,middle,-0.843748
ID195208500,2018-09-27,11004304.0,CDU/CSU,middle,0.183654
ID195203800,2018-09-27,11003602.0,CDU/CSU,middle,0.322989
ID195202300,2018-09-27,11004798.0,FDP,middle,-2.294343
ID195204900,2018-09-27,11004114.0,The Left Party,left,-0.137096
ID195208200,2018-09-27,11004114.0,The Left Party,left,-1.4022
ID195204600,2018-09-27,11004792.0,AFD,right,-0.221843
ID195203600,2018-09-27,11004261.0,SPD,middle,1.087745
ID195206700,2018-09-27,11004304.0,CDU/CSU,middle,-1.705497
ID195206200,2018-09-27,11004761.0,AFD,right,-2.628984
ID195202500,2018-09-27,11004798.0,FDP,middle,-0.934404
ID195216500,2018-09-27,11003578.0,Alliance 90/The Greens,middle,1.90042
ID195307800,2018-09-28,11004393.0,SPD,middle,-0.344696
ID195301000,2018-09-28,11004753.0,AFD,right,0.098906
